CNES - Equipes de Saúde - Brasil
Quantidade por Município
Tipo da Equipe: 01 ESF - EQUIPE DE SAUDE DA FAMILIA, 24 ESF1      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO I, 27 ESF2      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO II, 30 ESF3      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO III, 33 ESF4      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO IV, 70 ESF - EQUIPE DE SAUDE DA FAMILIA
Período:Jun/2010
"Município";"Quantidade"
"312310 DORES DE GUANHAES";-
"312320 DORES DO INDAIA";3
"312330 DORES DO TURVO";-
"312340 DORESOPOLIS";-
"312350 DOURADOQUARA";1
"312352 DURANDE";-
"312360 ELOI MENDES";2
"312370 ENGENHEIRO CALDAS";1
"312380 ENGENHEIRO NAVARRO";1
"312385 ENTRE FOLHAS";-
"312390 ENTRE RIOS DE MINAS";2
"312400 ERVALIA";1
"312410 ESMERALDAS";1
"312420 ESPERA FELIZ";2
"312430 ESPINOSA";5
"312440 ESPIRITO SANTO DO DOURADO";-
"312450 ESTIVA";1
"312460 ESTRELA DALVA";-
"312470 ESTRELA DO INDAIA";-
"312480 ESTRELA DO SUL";1
"312490 EUGENOPOLIS";1
"312500 EWBANK DA CAMARA";-
"312510 EXTREMA";-
"312520 FAMA";1
"312530 FARIA LEMOS";-
"312540 FELICIO DOS SANTOS";-
"312550 SAO GONCALO DO RIO PRETO";-
"312560 FELISBURGO";1
"312570 FELIXLANDIA";2
"312580 FERNANDES TOURINHO";1
"312590 FERROS";2
"312595 FERVEDOURO";1
"312600 FLORESTAL";-
"312610 FORMIGA";-
"312620 FORMOSO";1
"312630 FORTALEZA DE MINAS";-
"312640 FORTUNA DE MINAS";-
"312650 FRANCISCO BADARO";-
"312660 FRANCISCO DUMONT";1
"312670 FRANCISCO SA";-
"312675 FRANCISCOPOLIS";-
"312680 FREI GASPAR";-
"312690 FREI INOCENCIO";-
"312695 FREI LAGONEGRO";-
"312700 FRONTEIRA";1
"312705 FRONTEIRA DOS VALES";-
"312707 FRUTA DE LEITE";1
"312710 FRUTAL";5
"312720 FUNILANDIA";1
"312730 GALILEIA";-
"312733 GAMELEIRAS";-
"312735 GLAUCILANDIA";-
"312737 GOIABEIRA";-
"312738 GOIANA";-
"312740 GONCALVES";1
"312750 GONZAGA";1
"312760 GOUVEIA";-
"312770 GOVERNADOR VALADARES";5
"312780 GRAO MOGOL";-
"312790 GRUPIARA";-
"312800 GUANHAES";1
"312810 GUAPE";-
"312820 GUARACIABA";1
"312825 GUARACIAMA";-
"312830 GUARANESIA";-
"312840 GUARANI";2
"312850 GUARARA";1
"312860 GUARDA-MOR";1
"312870 GUAXUPE";3
"312880 GUIDOVAL";-
"312890 GUIMARANIA";2
"312900 GUIRICEMA";-
"312910 GURINHATA";1
"312920 HELIODORA";1
"312930 IAPU";1
"312940 IBERTIOGA";-
"312950 IBIA";3
"312960 IBIAI";-
"312965 IBIRACATU";-
"312970 IBIRACI";3
"312980 IBIRITE";40
"312990 IBITIURA DE MINAS";1
"313000 IBITURUNA";-
"313005 ICARAI DE MINAS";1
"313010 IGARAPE";6
"313020 IGARATINGA";-
"313030 IGUATAMA";1
"313040 IJACI";-
"313050 ILICINEA";2
"313055 IMBE DE MINAS";-
"313060 INCONFIDENTES";2
"313065 INDAIABIRA";-
"313070 INDIANOPOLIS";-
"313080 INGAI";-
"313090 INHAPIM";2
"313100 INHAUMA";1
"313110 INIMUTABA";2
"313115 IPABA";3
"313120 IPANEMA";-
"313130 IPATINGA";15
"313140 IPIACU";1
"313150 IPUIUNA";2
"313160 IRAI DE MINAS";1
"313170 ITABIRA";13
"313180 ITABIRINHA";1
"313190 ITABIRITO";-
"313200 ITACAMBIRA";1
"313210 ITACARAMBI";2
"313220 ITAGUARA";-
"313230 ITAIPE";2
"313240 ITAJUBA";10
"313250 ITAMARANDIBA";3
"313260 ITAMARATI DE MINAS";-
"313270 ITAMBACURI";-
"313280 ITAMBE DO MATO DENTRO";-
"313290 ITAMOGI";-
"313300 ITAMONTE";-
"313310 ITANHANDU";-
"313320 ITANHOMI";2
"313330 ITAOBIM";4
"313340 ITAPAGIPE";-
"313350 ITAPECERICA";-
"313360 ITAPEVA";2
"313370 ITATIAIUCU";-
"313375 ITAU DE MINAS";3
"313380 ITAUNA";15
"313390 ITAVERAVA";-
"313400 ITINGA";1
"313410 ITUETA";1
"313420 ITUIUTABA";10
"313430 ITUMIRIM";-
"313440 ITURAMA";-
"313450 ITUTINGA";1
"313460 JABOTICATUBAS";2
"313470 JACINTO";-
"313480 JACUI";-
"313490 JACUTINGA";3
"313500 JAGUARACU";1
"313505 JAIBA";4
"313507 JAMPRUCA";-
"313510 JANAUBA";-
"313520 JANUARIA";7
"313530 JAPARAIBA";-
"313535 JAPONVAR";1
"313540 JECEABA";-
"313545 JENIPAPO DE MINAS";1
"313550 JEQUERI";-
"313560 JEQUITAI";-
"313570 JEQUITIBA";-
"313580 JEQUITINHONHA";-
"313590 JESUANIA";-
"313600 JOAIMA";2
"313610 JOANESIA";1
"313620 JOAO MONLEVADE";6
"313630 JOAO PINHEIRO";5
"313640 JOAQUIM FELICIO";-
"313650 JORDANIA";-
"313652 JOSE GONCALVES DE MINAS";-
"313655 JOSE RAYDAN";-
"313657 JOSENOPOLIS";1
"313660 NOVA UNIAO";-
"313665 JUATUBA";4
"313670 JUIZ DE FORA";71
"313680 JURAMENTO";-
"313690 JURUAIA";1
"313695 JUVENILIA";1
"313700 LADAINHA";1
"313710 LAGAMAR";2
"313720 LAGOA DA PRATA";6
"313730 LAGOA DOS PATOS";-
"313740 LAGOA DOURADA";2
"313750 LAGOA FORMOSA";4
"313753 LAGOA GRANDE";2
"313760 LAGOA SANTA";8
"313770 LAJINHA";-
"313780 LAMBARI";-
"313790 LAMIM";-
"313800 LARANJAL";-
"313810 LASSANCE";-
"313820 LAVRAS";-
"313830 LEANDRO FERREIRA";1
"313835 LEME DO PRADO";-
"313840 LEOPOLDINA";-
"313850 LIBERDADE";2
"313860 LIMA DUARTE";2
"313862 LIMEIRA DO OESTE";1
"313865 LONTRA";-
"313867 LUISBURGO";-
"313868 LUISLANDIA";1
"313870 LUMINARIAS";-
"313880 LUZ";-
"313890 MACHACALIS";-
"313900 MACHADO";2
"313910 MADRE DE DEUS DE MINAS";-
"313920 MALACACHETA";-
"313925 MAMONAS";-
"313930 MANGA";5
"313940 MANHUACU";16
"313950 MANHUMIRIM";1
"313960 MANTENA";2
"313970 MARAVILHAS";1
"313980 MAR DE ESPANHA";2
"313990 MARIA DA FE";3
"314000 MARIANA";6
"314010 MARILAC";1
"314015 MARIO CAMPOS";-
"314020 MARIPA DE MINAS";-
"314030 MARLIERIA";1
"314040 MARMELOPOLIS";1
"314050 MARTINHO CAMPOS";-
"314053 MARTINS SOARES";-
"314055 MATA VERDE";1
"314060 MATERLANDIA";-
"314070 MATEUS LEME";3
"314080 MATIAS BARBOSA";2
"314085 MATIAS CARDOSO";2
"314090 MATIPO";-
"314100 MATO VERDE";-
"314110 MATOZINHOS";10
"314120 MATUTINA";-
"314130 MEDEIROS";-
"314140 MEDINA";-
"314150 MENDES PIMENTEL";-
"314160 MERCES";2
"314170 MESQUITA";-
"314180 MINAS NOVAS";-
"314190 MINDURI";-
"314200 MIRABELA";2
"314210 MIRADOURO";1
"314220 MIRAI";1
"314225 MIRAVANIA";1
"314230 MOEDA";-
"314240 MOEMA";-
"314250 MONJOLOS";-
"314260 MONSENHOR PAULO";2
"314270 MONTALVANIA";6
"314280 MONTE ALEGRE DE MINAS";-
"314290 MONTE AZUL";-
"314300 MONTE BELO";1
"314310 MONTE CARMELO";5
"314315 MONTE FORMOSO";-
"314320 MONTE SANTO DE MINAS";-
"314330 MONTES CLAROS";14
"314340 MONTE SIAO";3
"314345 MONTEZUMA";1
"314350 MORADA NOVA DE MINAS";2
"314360 MORRO DA GARCA";-
"314370 MORRO DO PILAR";-
"314380 MUNHOZ";1
"314390 MURIAE";-
"314400 MUTUM";-
"314410 MUZAMBINHO";3
"314420 NACIP RAYDAN";-
"314430 NANUQUE";7
"314435 NAQUE";2
"314437 NATALANDIA";-
"314440 NATERCIA";1
"314450 NAZARENO";1
"314460 NEPOMUCENO";4
"314465 NINHEIRA";1
"314467 NOVA BELEM";-
"314470 NOVA ERA";1
"314480 NOVA LIMA";11
"314490 NOVA MODICA";-
"314500 NOVA PONTE";1
"314505 NOVA PORTEIRINHA";-
"314510 NOVA RESENDE";4
"314520 NOVA SERRANA";9
"314530 NOVO CRUZEIRO";7
"314535 NOVO ORIENTE DE MINAS";1
"314537 NOVORIZONTE";-
"314540 OLARIA";-
"314545 OLHOS-D'AGUA";1
"314550 OLIMPIO NORONHA";-
"314560 OLIVEIRA";-
"314570 OLIVEIRA FORTES";-
"314580 ONCA DE PITANGUI";-
"314585 ORATORIOS";1
"314587 ORIZANIA";1
"314590 OURO BRANCO";9
"314600 OURO FINO";3
"314610 OURO PRETO";11
"314620 OURO VERDE DE MINAS";-
"314625 PADRE CARVALHO";-
"314630 PADRE PARAISO";2
"314640 PAINEIRAS";2
"314650 PAINS";2
"314655 PAI PEDRO";-
"314660 PAIVA";-
"314670 PALMA";-
"314675 PALMOPOLIS";1
"314690 PAPAGAIOS";-
"314700 PARACATU";11
"314710 PARA DE MINAS";4
"314720 PARAGUACU";5
"314730 PARAISOPOLIS";4
"314740 PARAOPEBA";3
"314750 PASSABEM";-
"314760 PASSA QUATRO";3
"314770 PASSA TEMPO";2
"314780 PASSA-VINTE";-
"314790 PASSOS";17
"314795 PATIS";-
"314800 PATOS DE MINAS";18
"314810 PATROCINIO";10
"314820 PATROCINIO DO MURIAE";-
"314830 PAULA CANDIDO";1
"314840 PAULISTAS";-
"314850 PAVAO";-
"314860 PECANHA";2
"314870 PEDRA AZUL";-
"314875 PEDRA BONITA";-
"314880 PEDRA DO ANTA";-
"314890 PEDRA DO INDAIA";1
"314900 PEDRA DOURADA";-
"314910 PEDRALVA";4
"314915 PEDRAS DE MARIA DA CRUZ";1
"314920 PEDRINOPOLIS";-
"314930 PEDRO LEOPOLDO";14
"314940 PEDRO TEIXEIRA";-
"314950 PEQUERI";1
"314960 PEQUI";1
"314970 PERDIGAO";2
"314980 PERDIZES";-
"314990 PERDOES";3
"314995 PERIQUITO";-
"315000 PESCADOR";-
"315010 PIAU";-
"315015 PIEDADE DE CARATINGA";-
"315020 PIEDADE DE PONTE NOVA";1
"315030 PIEDADE DO RIO GRANDE";-
"315040 PIEDADE DOS GERAIS";-
"315050 PIMENTA";2
"315053 PINGO-D'AGUA";-
"315057 PINTOPOLIS";-
"315060 PIRACEMA";-
"315070 PIRAJUBA";-
"315080 PIRANGA";-
"315090 PIRANGUCU";1
"315100 PIRANGUINHO";3
"315110 PIRAPETINGA";-
"315120 PIRAPORA";8
"315130 PIRAUBA";1
"315140 PITANGUI";2
"315150 PIUMHI";-
"315160 PLANURA";2
"315170 POCO FUNDO";3
"315180 POCOS DE CALDAS";23
"315190 POCRANE";1
"315200 POMPEU";3
"315210 PONTE NOVA";-
"315213 PONTO CHIQUE";1
"315217 PONTO DOS VOLANTES";-
"315220 PORTEIRINHA";-
"315230 PORTO FIRME";1
"315240 POTE";1
"315250 POUSO ALEGRE";21
"315260 POUSO ALTO";-
"315270 PRADOS";3
"315280 PRATA";1
"315290 PRATAPOLIS";-
"315300 PRATINHA";-
"315310 PRESIDENTE BERNARDES";1
"315320 PRESIDENTE JUSCELINO";1
"315330 PRESIDENTE KUBITSCHEK";-
"315340 PRESIDENTE OLEGARIO";4
"315350 ALTO JEQUITIBA";-
"315360 PRUDENTE DE MORAIS";3
"315370 QUARTEL GERAL";-
"315380 QUELUZITO";-
"315390 RAPOSOS";-
"315400 RAUL SOARES";3
"315410 RECREIO";-
"315415 REDUTO";1
"315420 RESENDE COSTA";1
"315430 RESPLENDOR";3
"315440 RESSAQUINHA";-
"315445 RIACHINHO";-
"315450 RIACHO DOS MACHADOS";2
"315460 RIBEIRAO DAS NEVES";38
"315470 RIBEIRAO VERMELHO";-
"315480 RIO ACIMA";2
"315490 RIO CASCA";1
"315500 RIO DOCE";-
"315510 RIO DO PRADO";-
"315520 RIO ESPERA";1
"315530 RIO MANSO";1
"315540 RIO NOVO";-
"315550 RIO PARANAIBA";2
"315560 RIO PARDO DE MINAS";-
"315570 RIO PIRACICABA";-
"315580 RIO POMBA";3
"315590 RIO PRETO";-
"315600 RIO VERMELHO";3
"315610 RITAPOLIS";1
"315620 ROCHEDO DE MINAS";-
"315630 RODEIRO";-
"315640 ROMARIA";-
"315645 ROSARIO DA LIMEIRA";1
"315650 RUBELITA";1
"315660 RUBIM";-
"315670 SABARA";6
"315680 SABINOPOLIS";4
"315690 SACRAMENTO";-
"315700 SALINAS";4
"315710 SALTO DA DIVISA";1
"315720 SANTA BARBARA";4
"315725 SANTA BARBARA DO LESTE";1
"315727 SANTA BARBARA DO MONTE VERDE";-
"315730 SANTA BARBARA DO TUGURIO";-
"315733 SANTA CRUZ DE MINAS";2
"315737 SANTA CRUZ DE SALINAS";-
"315740 SANTA CRUZ DO ESCALVADO";-
"315750 SANTA EFIGENIA DE MINAS";-
"315760 SANTA FE DE MINAS";1
"315765 SANTA HELENA DE MINAS";-
"315770 SANTA JULIANA";-
"315780 SANTA LUZIA";41
"315790 SANTA MARGARIDA";2
"315800 SANTA MARIA DE ITABIRA";1
"315810 SANTA MARIA DO SALTO";-
"315820 SANTA MARIA DO SUACUI";-
"315830 SANTANA DA VARGEM";2
"315840 SANTANA DE CATAGUASES";-
"315850 SANTANA DE PIRAPAMA";2
"315860 SANTANA DO DESERTO";-
"315870 SANTANA DO GARAMBEU";-
"315880 SANTANA DO JACARE";1
"315890 SANTANA DO MANHUACU";-
"315895 SANTANA DO PARAISO";-
"315900 SANTANA DO RIACHO";-
"315910 SANTANA DOS MONTES";-
"315920 SANTA RITA DE CALDAS";1
"315930 SANTA RITA DE JACUTINGA";-
"315935 SANTA RITA DE MINAS";-
"315940 SANTA RITA DE IBITIPOCA";-
"315950 SANTA RITA DO ITUETO";1
"315960 SANTA RITA DO SAPUCAI";6
"315970 SANTA ROSA DA SERRA";1
"315980 SANTA VITORIA";-
"315990 SANTO ANTONIO DO AMPARO";2
"316000 SANTO ANTONIO DO AVENTUREIRO";-
"316010 SANTO ANTONIO DO GRAMA";1
"316020 SANTO ANTONIO DO ITAMBE";-
"316030 SANTO ANTONIO DO JACINTO";-
"316040 SANTO ANTONIO DO MONTE";2
"316045 SANTO ANTONIO DO RETIRO";-
"316050 SANTO ANTONIO DO RIO ABAIXO";-
"316060 SANTO HIPOLITO";-
"316070 SANTOS DUMONT";7
"316080 SAO BENTO ABADE";-
"316090 SAO BRAS DO SUACUI";-
"316095 SAO DOMINGOS DAS DORES";-
"316100 SAO DOMINGOS DO PRATA";3
"316105 SAO FELIX DE MINAS";-
"316110 SAO FRANCISCO";2
"316120 SAO FRANCISCO DE PAULA";2
"316130 SAO FRANCISCO DE SALES";-
"316140 SAO FRANCISCO DO GLORIA";-
"316150 SAO GERALDO";1
"316160 SAO GERALDO DA PIEDADE";1
"316165 SAO GERALDO DO BAIXIO";-
"316170 SAO GONCALO DO ABAETE";2
"316180 SAO GONCALO DO PARA";3
"316190 SAO GONCALO DO RIO ABAIXO";-
"316200 SAO GONCALO DO SAPUCAI";-
"316210 SAO GOTARDO";-
"316220 SAO JOAO BATISTA DO GLORIA";1
"316225 SAO JOAO DA LAGOA";1
"316230 SAO JOAO DA MATA";-
"316240 SAO JOAO DA PONTE";-
"316245 SAO JOAO DAS MISSOES";-
"316250 SAO JOAO DEL REI";9
"316255 SAO JOAO DO MANHUACU";1
"316257 SAO JOAO DO MANTENINHA";2
"316260 SAO JOAO DO ORIENTE";-
"316265 SAO JOAO DO PACUI";2
"316270 SAO JOAO DO PARAISO";7
"316280 SAO JOAO EVANGELISTA";1
"316290 SAO JOAO NEPOMUCENO";2
"316292 SAO JOAQUIM DE BICAS";1
"316294 SAO JOSE DA BARRA";-
"316295 SAO JOSE DA LAPA";3
"316300 SAO JOSE DA SAFIRA";1
"316310 SAO JOSE DA VARGINHA";-
"316320 SAO JOSE DO ALEGRE";1
"316330 SAO JOSE DO DIVINO";1
"316340 SAO JOSE DO GOIABAL";-
"316350 SAO JOSE DO JACURI";1
"316360 SAO JOSE DO MANTIMENTO";-
"316370 SAO LOURENCO";-
"316380 SAO MIGUEL DO ANTA";1
"316390 SAO PEDRO DA UNIAO";1
"316400 SAO PEDRO DOS FERROS";-
"316410 SAO PEDRO DO SUACUI";1
"316420 SAO ROMAO";-
"316430 SAO ROQUE DE MINAS";1
"316440 SAO SEBASTIAO DA BELA VISTA";1
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";-
"316447 SAO SEBASTIAO DO ANTA";-
"316450 SAO SEBASTIAO DO MARANHAO";1
"316460 SAO SEBASTIAO DO OESTE";2
"316470 SAO SEBASTIAO DO PARAISO";7
"316480 SAO SEBASTIAO DO RIO PRETO";-
"316490 SAO SEBASTIAO DO RIO VERDE";1
"316500 SAO TIAGO";3
"316510 SAO TOMAS DE AQUINO";-
"316520 SAO THOME DAS LETRAS";-
"316530 SAO VICENTE DE MINAS";-
"316540 SAPUCAI-MIRIM";-
"316550 SARDOA";-
"316553 SARZEDO";2
"316555 SETUBINHA";1
"316556 SEM-PEIXE";-
"316557 SENADOR AMARAL";-
"316560 SENADOR CORTES";-
"316570 SENADOR FIRMINO";2
"316580 SENADOR JOSE BENTO";-
"316590 SENADOR MODESTINO GONCALVES";-
"316600 SENHORA DE OLIVEIRA";1
"316610 SENHORA DO PORTO";-
"316620 SENHORA DOS REMEDIOS";1
"316630 SERICITA";1
"316640 SERITINGA";-
"316650 SERRA AZUL DE MINAS";-
"316660 SERRA DA SAUDADE";-
"316670 SERRA DOS AIMORES";1
"316680 SERRA DO SALITRE";2
"316690 SERRANIA";-
"316695 SERRANOPOLIS DE MINAS";-
"316700 SERRANOS";-
"316710 SERRO";3
"316720 SETE LAGOAS";18
"316730 SILVEIRANIA";1
"316740 SILVIANOPOLIS";1
"316750 SIMAO PEREIRA";-
"316760 SIMONESIA";2
"316770 SOBRALIA";1
"316780 SOLEDADE DE MINAS";1
"316790 TABULEIRO";1
"316800 TAIOBEIRAS";-
"316805 TAPARUBA";-
"316810 TAPIRA";1
"316820 TAPIRAI";-
"316830 TAQUARACU DE MINAS";-
"316840 TARUMIRIM";-
"316850 TEIXEIRAS";-
"316860 TEOFILO OTONI";14
"316870 TIMOTEO";14
"316880 TIRADENTES";1
"316890 TIROS";-
"316900 TOCANTINS";1
"316905 TOCOS DO MOJI";1
"316910 TOLEDO";-
"316920 TOMBOS";-
"316930 TRES CORACOES";5
"316935 TRES MARIAS";6
"316940 TRES PONTAS";-
"316950 TUMIRITINGA";1
"316960 TUPACIGUARA";2
"316970 TURMALINA";-
"316980 TURVOLANDIA";-
"316990 UBA";10
"317000 UBAI";2
"317005 UBAPORANGA";1
"317010 UBERABA";9
"317020 UBERLANDIA";40
"317030 UMBURATIBA";-
"317040 UNAI";9
"317043 UNIAO DE MINAS";1
"317047 URUANA DE MINAS";-
"317050 URUCANIA";1
"317052 URUCUIA";2
"317057 VARGEM ALEGRE";1
"317060 VARGEM BONITA";-
"317065 VARGEM GRANDE DO RIO PARDO";-
"317070 VARGINHA";2
"317075 VARJAO DE MINAS";1
"317080 VARZEA DA PALMA";2
"317090 VARZELANDIA";-
"317100 VAZANTE";3
"317103 VERDELANDIA";-
"317107 VEREDINHA";-
"317110 VERISSIMO";-
"317115 VERMELHO NOVO";1
"317120 VESPASIANO";10
"317130 VICOSA";7
"317140 VIEIRAS";1
"317150 MATHIAS LOBATO";-
"317160 VIRGEM DA LAPA";2
"317170 VIRGINIA";1
"317180 VIRGINOPOLIS";1
"317190 VIRGOLANDIA";-
"317200 VISCONDE DO RIO BRANCO";-
"317210 VOLTA GRANDE";-
"317220 WENCESLAU BRAZ";-
" MUNICIPIO IGNORADO - ES";-
"320010 AFONSO CLAUDIO";-
"320013 AGUIA BRANCA";-
"320016 AGUA DOCE DO NORTE";1
"320020 ALEGRE";4
"320030 ALFREDO CHAVES";-
"320035 ALTO RIO NOVO";-
"320040 ANCHIETA";1
"320050 APIACA";-
"320060 ARACRUZ";5
"320070 ATILIO VIVACQUA";-
"320080 BAIXO GUANDU";-
"320090 BARRA DE SAO FRANCISCO";1
"320100 BOA ESPERANCA";-
"320110 BOM JESUS DO NORTE";4
"320115 BREJETUBA";-
"320120 CACHOEIRO DE ITAPEMIRIM";19
"320130 CARIACICA";15
"320140 CASTELO";-
"320150 COLATINA";2
"320160 CONCEICAO DA BARRA";2
"320170 CONCEICAO DO CASTELO";2
"320180 DIVINO DE SAO LOURENCO";-
"320190 DOMINGOS MARTINS";1
"320200 DORES DO RIO PRETO";1
"320210 ECOPORANGA";-
"320220 FUNDAO";2
"320225 GOVERNADOR LINDENBERG";-
"320230 GUACUI";-
"320240 GUARAPARI";1
"320245 IBATIBA";2
"320250 IBIRACU";-
"320255 IBITIRAMA";-
"320260 ICONHA";-
"320265 IRUPI";-
"320270 ITAGUACU";1
"320280 ITAPEMIRIM";-
"320290 ITARANA";-
"320300 IUNA";3
"320305 JAGUARE";-
"320310 JERONIMO MONTEIRO";-
"320313 JOAO NEIVA";-
"320316 LARANJA DA TERRA";-
"320320 LINHARES";2
"320330 MANTENOPOLIS";-
"320332 MARATAIZES";2
"320334 MARECHAL FLORIANO";1
"320335 MARILANDIA";-
"320340 MIMOSO DO SUL";-
"320350 MONTANHA";-
"320360 MUCURICI";-
"320370 MUNIZ FREIRE";4
"320380 MUQUI";-
"320390 NOVA VENECIA";-
"320400 PANCAS";4
"320405 PEDRO CANARIO";2
"320410 PINHEIROS";2
"320420 PIUMA";1
"320425 PONTO BELO";1
"320430 PRESIDENTE KENNEDY";-
"320435 RIO BANANAL";4
"320440 RIO NOVO DO SUL";3
"320450 SANTA LEOPOLDINA";5
"320455 SANTA MARIA DE JETIBA";-
"320460 SANTA TERESA";-
"320465 SAO DOMINGOS DO NORTE";1
"320470 SAO GABRIEL DA PALHA";-
"320480 SAO JOSE DO CALCADO";1
"320490 SAO MATEUS";4
"320495 SAO ROQUE DO CANAA";-
"320500 SERRA";14
"320501 SOORETAMA";-
"320503 VARGEM ALTA";3
"320506 VENDA NOVA DO IMIGRANTE";-
"320510 VIANA";9
"320515 VILA PAVAO";-
"320517 VILA VALERIO";2
"320520 VILA VELHA";8
"320530 VITORIA";28
" MUNICIPIO IGNORADO - RJ";-
"330010 ANGRA DOS REIS";9
"330015 APERIBE";-
"330020 ARARUAMA";2
"330022 AREAL";-
"330023 ARMACAO DOS BUZIOS";1
"330025 ARRAIAL DO CABO";1
"330030 BARRA DO PIRAI";2
"330040 BARRA MANSA";20
"330045 BELFORD ROXO";19
"330050 BOM JARDIM";2
"330060 BOM JESUS DO ITABAPOANA";-
"330070 CABO FRIO";19
"330080 CACHOEIRAS DE MACACU";2
"330090 CAMBUCI";5
"330093 CARAPEBUS";2
"330095 COMENDADOR LEVY GASPARIAN";-
"330100 CAMPOS DOS GOYTACAZES";-
"330110 CANTAGALO";-
"330115 CARDOSO MOREIRA";3
"330120 CARMO";3
"330130 CASIMIRO DE ABREU";8
"330140 CONCEICAO DE MACABU";1
"330150 CORDEIRO";-
"330160 DUAS BARRAS";2
"330170 DUQUE DE CAXIAS";14
"330180 ENGENHEIRO PAULO DE FRONTIN";-
"330185 GUAPIMIRIM";2
"330187 IGUABA GRANDE";4
"330190 ITABORAI";38
"330200 ITAGUAI";3
"330205 ITALVA";3
"330210 ITAOCARA";3
"330220 ITAPERUNA";14
"330225 ITATIAIA";-
"330227 JAPERI";-
"330230 LAJE DO MURIAE";-
"330240 MACAE";16
"330245 MACUCO";1
"330250 MAGE";14
"330260 MANGARATIBA";5
"330270 MARICA";8
"330280 MENDES";1
"330285 MESQUITA";8
"330290 MIGUEL PEREIRA";8
"330300 MIRACEMA";-
"330310 NATIVIDADE";-
"330320 NILOPOLIS";20
"330330 NITEROI";105
"330340 NOVA FRIBURGO";12
"330350 NOVA IGUACU";41
"330360 PARACAMBI";2
"330370 PARAIBA DO SUL";-
"330380 PARATY";4
"330385 PATY DO ALFERES";1
"330390 PETROPOLIS";18
"330395 PINHEIRAL";4
"330400 PIRAI";-
"330410 PORCIUNCULA";-
"330411 PORTO REAL";1
"330412 QUATIS";3
"330414 QUEIMADOS";9
"330415 QUISSAMA";8
"330420 RESENDE";-
"330430 RIO BONITO";2
"330440 RIO CLARO";1
"330450 RIO DAS FLORES";1
"330452 RIO DAS OSTRAS";4
"330455 RIO DE JANEIRO";69
"330460 SANTA MARIA MADALENA";-
"330470 SANTO ANTONIO DE PADUA";4
"330475 SAO FRANCISCO DE ITABAPOANA";1
"330480 SAO FIDELIS";-
"330490 SAO GONCALO";145
"330500 SAO JOAO DA BARRA";3
"330510 SAO JOAO DE MERITI";40
"330513 SAO JOSE DE UBA";-
"330515 SAO JOSE DO VALE DO RIO PRETO";-
"330520 SAO PEDRO DA ALDEIA";2
"330530 SAO SEBASTIAO DO ALTO";1
"330540 SAPUCAIA";1
"330550 SAQUAREMA";3
"330555 SEROPEDICA";5
"330560 SILVA JARDIM";7
"330570 SUMIDOURO";-
"330575 TANGUA";3
"330580 TERESOPOLIS";11
"330590 TRAJANO DE MORAES";1
"330600 TRES RIOS";-
"330610 VALENCA";6
"330615 VARRE-SAI";-
"330620 VASSOURAS";2
"330630 VOLTA REDONDA";24
" MUNICIPIO IGNORADO - SP";-
"350010 ADAMANTINA";1
"350020 ADOLFO";-
"350030 AGUAI";1
"350040 AGUAS DA PRATA";-
"350050 AGUAS DE LINDOIA";2
"350055 AGUAS DE SANTA BARBARA";-
"350060 AGUAS DE SAO PEDRO";-
"350070 AGUDOS";-
"350075 ALAMBARI";-
"350080 ALFREDO MARCONDES";1
"350090 ALTAIR";-
"350100 ALTINOPOLIS";-
"350110 ALTO ALEGRE";2
"350115 ALUMINIO";-
"350120 ALVARES FLORENCE";-
"350130 ALVARES MACHADO";-
"350140 ALVARO DE CARVALHO";-
"350150 ALVINLANDIA";-
"350160 AMERICANA";6
"350170 AMERICO BRASILIENSE";-
"350180 AMERICO DE CAMPOS";-
"350190 AMPARO";-
"350200 ANALANDIA";-
"350210 ANDRADINA";-
"350220 ANGATUBA";1
"350230 ANHEMBI";2
"350240 ANHUMAS";-
"350250 APARECIDA";1
"350260 APARECIDA D'OESTE";-
"350270 APIAI";2
"350275 ARACARIGUAMA";-
"350280 ARACATUBA";18
"350290 ARACOIABA DA SERRA";-
"350300 ARAMINA";1
"350310 ARANDU";-
"350315 ARAPEI";-
"350320 ARARAQUARA";6
"350330 ARARAS";-
"350335 ARCO-IRIS";-
"350340 AREALVA";1
"350350 AREIAS";-
"350360 AREIOPOLIS";3
"350370 ARIRANHA";-
"350380 ARTUR NOGUEIRA";-
"350390 ARUJA";-
"350395 ASPASIA";-
"350400 ASSIS";4
"350410 ATIBAIA";5
"350420 AURIFLAMA";-
"350430 AVAI";-
"350440 AVANHANDAVA";-
"350450 AVARE";-
"350460 BADY BASSITT";-
"350470 BALBINOS";-
"350480 BALSAMO";-
"350490 BANANAL";-
"350500 BARAO DE ANTONINA";-
"350510 BARBOSA";-
"350520 BARIRI";1
"350530 BARRA BONITA";-
"350535 BARRA DO CHAPEU";1
"350540 BARRA DO TURVO";2
"350550 BARRETOS";2
"350560 BARRINHA";1
"350570 BARUERI";-
"350580 BASTOS";1
"350590 BATATAIS";-
"350600 BAURU";-
"350610 BEBEDOURO";-
"350620 BENTO DE ABREU";-
"350630 BERNARDINO DE CAMPOS";-
